stock_code,company_name,source_url,source_file,source_page,matched_term,evidence_text,review_status
00689.HK,長盈集團(控股)有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,data/raw/hkex_reports/00689.HK/2025/annual_report.pdf,27,"Environmental, Social and Governance","es 31 to 46 of this annual report. These discussions form part of this report. In addition, discussions on the Group’s environmental policies and performance are contained in the “Environmental, Social and Governance Report” on pages 47 to 81 of this annual report. RESULTS The results of the Group for the year ended 31 December 2025 are set out in the consolidated statement of profit or loss and other comprehensive income on page 87. FINAL DIVIDEND The Board does not recommend the payment of a final dividend for the year ended 31 December 2025 (2024: nil). FIVE-YEAR FIN",pending
00689.HK,長盈集團(控股)有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,data/raw/hkex_reports/00689.HK/2025/annual_report.pdf,44,"environmental, social and governance","Corporate Governance Report RISK MANAGEMENT AND INTERNAL CONTROL (continued) The process used to identify, evaluate and manage significant risks (including environmental, social and governance (“ESG”) risks) of the Group is embedded in the Group’s normal business operations. Organisational structure is well established with clearly defined authorities and responsibilities, and the Group has developed various risk management and internal control policies and procedures for each business unit to follow. Business units are responsible for identifyin",pending
00689.HK,長盈集團(控股)有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,data/raw/hkex_reports/00689.HK/2025/annual_report.pdf,49,"Environmental, Social and Governance","Environmental, Social and Governance Report INTRODUCTION The Board is pleased to present this Environmental, Social and Governance (“ESG“) Report (“ESG Report“) of the Group for the year ended 31 December 2025 (the “Reporting Period“ or ‘‘FY2025“). The Group is principally engaged in the business of petroleum exploration and production, solar energy, money lending and investment in securities.",pending
00689.HK,長盈集團(控股)有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,data/raw/hkex_reports/00689.HK/2025/annual_report.pdf,50,"Environmental, Social and Governance","Environmental, Social and Governance Report REPORTING PRINCIPLES (continued) Balance: Every effort has been made in this ESG Report to reflect the performance of the Group’s ESG activities impartially and has avoided selection, omission or presentation of format that might inappropriately influence the decision or judgment of the readers of this ESG Report. Consistency: The approach in prepari",pending
00704.HK,和嘉控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,data/raw/hkex_reports/00704.HK/2024/annual_report.pdf,2,"Environmental, Social and Governance"," Discussion and Analysis 管理層討論及分析 4 Biographical Details of Directors and Senior Management 董事及高級管理層之履歷詳情 15 Report of the Directors 董事會報告 22 Corporate Governance Report 企業管治報告 37 Environmental, Social and Governance Report 環境、社會及管治報告 60 Independent Auditor’s Report 獨立核數師報告 104 Consolidated Statement of Profit or Loss and Comprehensive Income 綜合損益及全面收益表 109 Consolidated Statement of Financial Position 綜合財務狀況表 111 Consolidated Statement of Changes in Equity 綜合權益變動表 113 Consolidated Statement of Cash Flows 綜合現金流量表 114 Notes to the Consolidated Financial Statements 綜合財務報表附",pending
00704.HK,和嘉控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,data/raw/hkex_reports/00704.HK/2024/annual_report.pdf,23,ESG Report,"REPORT OF THE DIRECTORS 董事會報告 The Directors are pleased to present their report, the CG Report and the ESG Report together with the audited consolidated financial statements for the year ended 31 March 2025. PRINCIPAL ACTIVITIES The Company is an investment holding company. The Group is principally engaged in coke trading business, coal-related ancillary business and coke production business. The activities of each of its principal subsidiaries are set out in note 1 of",pending
00704.HK,和嘉控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,data/raw/hkex_reports/00704.HK/2024/annual_report.pdf,36,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE"," will be made by the Company to inform the Shareholders and potential investors of the Company of any significant developments in relation to the Petition as and when appropriate. ENVIRONMENTAL, SOCIAL AND GOVERNANCE The Group is committed to supporting sustainability of the environment and endeavours to comply with laws and regulations regarding environmental protection and to adopt measures to achieve efficient use of resources, energy saving and waste reduction. The details of environmental, social and governance information of the Group for the year ended 31 March 2",pending
00704.HK,和嘉控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,data/raw/hkex_reports/00704.HK/2024/annual_report.pdf,55,"Environmental, Social and Governance","employees 其他僱員 40% (2) 60% (3) Overall workforce 整體員工 27% (4) 73% (11) Details on the gender ratio of the Group in Mainland China, together with relevant data, can be found in the Environmental, Social and Governance Report on pages 60 to 103 of this Annual Report. Currently, the Board consists of only male members. Having reviewed the Board composition, the Board recognises the importance and benefits of gender diversity at the Board level and shall continue to review the gender diversity of the Group from time to time to ensure its appropriateness and take initiatives",pending
00704.HK,和嘉控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,data/raw/hkex_reports/00704.HK/2024/annual_report.pdf,56,"Environmental, Social and Governance","e and extent of significant ESG risks (if any); and (iii) the scope and quality of management’s ongoing monitoring of ESG risks. For further details, please refer to the Company’s Environmental, Social and Governance Report on pages 60 to 103 of this Annual Report. 甄選董事會成員候選人將按一系列多元化 範疇為基準，包括但不限於性別、年齡、文 化及教育背景、專長或專業經驗。董事會未 來 擬 於 董 事 會 內 維 持 至 少 一 名 女 性 董 事。 最終決定將會根據選定候選人之長處及其 可為董事會帶來之貢獻而作出。 企業宗旨、戰略及企業文化 董事會界定本公司宗旨、價值及戰略，並認 為 應 與 本 公 司 企 業 文 化 一 致。本 集 團 致 力 於投資焦炭貿易、洗原煤以製成精煤、銷售 電能及熱能（產生之副產品）以及加工精煤 等 行 業，為 消 費 者 創 造 價 值 並 持 續 為 股 東 帶 來 具 吸 引 力 的 回 報。縱 使 營 運 環 境 瞬 息 萬變，但本集團",pending
00866.HK,中國秦發集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,data/raw/hkex_reports/00866.HK/2025/annual_report.pdf,2,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","NT 主席報告書 9 MANAGEMENT DISCUSSION AND ANALYSIS 管理層討論與分析 31 DIRECTORS’ REPORT 董事會報告 66 PROFILE OF DIRECTORS AND SENIOR MANAGEMENT 董事及高級管理層履歷 75 CORPORATE GOVERNANCE REPORT 企業管治報告 95 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 CONSOLIDATED FINANCIAL STATEMENTS 綜合財務報表 182 INDEPENDENT AUDITOR’S REPORT 獨立核數師報告 190 CONSOLIDATED STATEMENT OF COMPREHENSIVE INCOME 綜合全面收入表 193 CONSOLIDATED STATEMENT OF FINANCIAL POSITION 綜合財務狀況表 195 CONSOLIDATED STATEMENT OF CHANGES IN EQUITY 綜合權益變動表 198 CONSOLIDATED STATEMENT OF CASH FLOWS 綜合現金流量表 201 NOTES TO THE CONSOLIDATED FINANCIA",pending
00866.HK,中國秦發集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,data/raw/hkex_reports/00866.HK/2025/annual_report.pdf,4,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","CORPORATE INFORMATION 公司資料 ENVIRONMENTAL, SOCIAL AND GOVERNANCE COMMITTEE Mr. XU Da (Chairman) Mr. BAI Tao Mr. ZHAI Yifeng COMPANY SECRETARY Mr. OR Chun Wai Dennis AUTHORISED REPRESENTATIVES Mr. BAI Tao Mr. OR Chun Wai Dennis REGISTERED OFFICE Cricket Square Hutchins Drive, P.O. Box 2681 Grand Cayman KY1–1111, Cayman Islands PRINCIPAL PLACE OF BUSINESS OF THE GROUP’S SUBSIDIARIES IN CHINA Unit Nos. 2201 to 2208 Level 22",pending
00866.HK,中國秦發集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,data/raw/hkex_reports/00866.HK/2025/annual_report.pdf,35,"Environmental, social and governance","DIRECTORS’ REPORT 董事會報告 ENVIRONMENTAL POLICIES AND PERFORMANCE Environmental, social and governance policies of the Company are listed out below. For details of environmental performance, please refer to “Environmental, Social and Governance Report” of this annual report. Environment • To strictly abide by environmental laws and regulations in the Republic of Indonesia (the “Indonesia”), including but not limited to Law on Environmental Protection and Man",pending
00866.HK,中國秦發集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,data/raw/hkex_reports/00866.HK/2025/annual_report.pdf,37,"Environmental, Social and Governance","DIRECTORS’ REPORT 董事會報告 Governance • The Environmental, Social and Governance Committee (the “ESG Committee”) was established on 6 December 2021, which is responsible for: • Monitoring the implementation of this policy and reviewing it from time to time, • Approving changes or updates to this policy, and • Ensuring that responsible procurement is practiced during our course of business and along the entire supply chain, and that our ",pending
00866.HK,中國秦發集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,data/raw/hkex_reports/00866.HK/2025/annual_report.pdf,38,"Environmental, Social and Governance","f relationship with the employees and suppliers, please refer to “Stakeholder Engagement” , “People Empowerment” , “Training and Development” and “Supply Chain Management” in the “Environmental, Social and Governance Report” in this annual report. COMPLIANCE WITH LAWS AND REGULATIONS The directors believe that the Group has complied in all material aspects with the relevant laws and regulations that are related to the business and operation of the Group. There was no material breach of or non-compliance with relevant laws and regulations which might have a significant i",pending
00931.HK,中國港能智慧能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,data/raw/hkex_reports/00931.HK/2026/annual_report.pdf,2,"Environmental, Social and Governance","te Information 2 Chairman’s Statement 3 Management Discussion and Analysis 5 Biographical of Directors and Senior Management 18 Corporate Governance Report 20 Directors’ Report 33 Environmental, Social and Governance Report 42 Independent Auditor’s Report 64 Consolidated Statement of Profit or Loss 69 Consolidated Statement of Other Comprehensive Income Consolidated Statement of Financial Position 70 71 Consolidated Statement of Changes in Equity Consolidated Statement of Cash Flows 73 74 Notes to the Consolidated Financial Statements 76 Financial Summary 162 CHINA HK P",pending
00931.HK,中國港能智慧能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,data/raw/hkex_reports/00931.HK/2026/annual_report.pdf,42,"Environmental, Social and Governance","ation by saving electricity and encouraging the recycling of office supplies and other materials. Details of the Company’s environmental policy and performance are set out in the “Environmental, Social and Governance Report” section contained in this annual report. COMPLIANCE WITH RELEVANT LAWS AND REGULATIONS During the Current Year, as far as the Company is aware, there was no material breach of or non-compliance with applicable laws and regulations by the Company that has a significant impact on the Company. IMPORTANT EVENTS AFTER YEAR END Please refer to note 39 of ",pending
00931.HK,中國港能智慧能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,data/raw/hkex_reports/00931.HK/2026/annual_report.pdf,43,"Environmental, Social and Governance","Environmental, Social and Governance Report INTRODUCTION This Environmental, Social and Governance (“ESG”) Report (the “ESG Report”) for the year ended 31 March 2026 (the “Current Year” or “2026”) summarises the ESG initiatives, plans and performance of China HK Power Smart Energy Group Limited (the “Company”) and its subsidiaries (the “Group” or “we”), specifies comparative data for the year ",pending
00931.HK,中國港能智慧能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,data/raw/hkex_reports/00931.HK/2026/annual_report.pdf,44,"Environmental, Social and Governance","Environmental, Social and Governance Report REPORTING FRAMEWORK This ESG Report has been prepared in accordance with the Environmental, Social and Governance Reporting Code (the “ESG Reporting Code”) as set out in Appendix C2 of the Rules Governing the Listing of Securities on the Main Board of The Stock Exchange of Hong Kong Limited (the “Stock Exchange”). The ESG Report adheres to the report",pending
00931.HK,中國港能智慧能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,data/raw/hkex_reports/00931.HK/2026/annual_report.pdf,45,"Environmental, Social and Governance","Environmental, Social and Governance Report Stakeholders Communication channels Expectations and demands Employees • Government and regulatory authorities Customers • Suppliers • Communities • • • • • • • • • • • • • • • • • Training activities Team building activities Regular performance assessments Staff meetings Daily communications and reporting Compliance management Tax reporting Informat",pending
01080.HK,勝利油氣管道控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,data/raw/hkex_reports/01080.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance","ive Officer’s Statement 4 Management Discussion and Analysis 9 Biographical Details of Directors and Senior Management 17 Report of the Directors 22 Corporate Governance Report 37 Environmental, Social and Governance Report 52 Independent Auditor’s Report 101 Consolidated Statement of Profit or Loss and Other 108 Comprehensive Income Consolidated Statement of Financial Position 110 Consolidated Statement of Changes in Equity 112 Consolidated Statement of Cash Flows 114 Notes to the Consolidated Financial Statements 116 Five-Year Financial Summary 196 ANNUAL REPORT 2025 ",pending
01080.HK,勝利油氣管道控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,data/raw/hkex_reports/01080.HK/2025/annual_report.pdf,25,"Environmental, Social and Governance","roving the internal environmental protection system from time to time. Details of the Group’s development, performance and operation in the environmental aspect are set out in the Environmental, Social and Governance Report on pages 52 to 100 of this annual report. COMPLIANCE WITH LAWS AND REGULATIONS The Group has adopted internal control and risk management policies to monitor the on-going compliance with the relevant laws and regulations. As far as the Board is concerned, the Group has complied with the relevant laws and regulations that have a significant impact on ",pending
01080.HK,勝利油氣管道控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,data/raw/hkex_reports/01080.HK/2025/annual_report.pdf,49,ESG Report," to gender, age, cultural and educational background, and make recommendations to the Board to meet the diversity strategy of the Company. For further details, please refer to our ESG Report. With reference to the above measurable objectives, the Nomination Committee is satisfied with the successful implementation of the board diversity policy. For the year ended 31 December 2025, the Company had achieved all of the five measurable objectives of the board diversity policy listed above. The Nomination Committee will continue to monitor the imple",pending
01080.HK,勝利油氣管道控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,data/raw/hkex_reports/01080.HK/2025/annual_report.pdf,51,"environmental, social and governance","g internal audit every half year, conducting supervision and examination on financial management, contract management, human resources management, significant investment projects, environmental, social and governance issues etc., identifying problems and overseeing the rectification and correction of these problems, and reporting to the Audit Committee and the Board any material issues identified in the internal audit and the rectification and correction thereof for their review. The Board holds meetings to review the effectiveness of the risk management and internal co",pending
01080.HK,勝利油氣管道控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,data/raw/hkex_reports/01080.HK/2025/annual_report.pdf,54,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 1. ABOUT THE REPORT The Environmental, Social and Governance (“ESG”) Report of the Group (the “Report”) aims to elaborate on the Group’s environmental, social and governance (hereinafter referred to as “ESG”) practices during the period from 1 January to 31 December 2025 (hereinafter referred to as the “Reporting Period”). This Report is prepared in ",pending
01101.HK,中國華榮能源股份有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,3,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE"," STATEMENT 主席報告書 3 MANAGEMENT DISCUSSION AND ANALYSIS 管理層討論與分析 6 DIRECTORS AND SENIOR MANAGEMENT 董事及高級管理層 21 REPORT OF THE DIRECTORS 董事會報告 26 CORPORATE GOVERNANCE REPORT 企業管治報告 38 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 63 CONSOLIDATED FINANCIAL STATEMENTS 綜合財務報表 INDEPENDENT AUDITOR’S REPORT 獨立核數師報告 91 CONSOLIDATED STATEMENT OF FINANCIAL POSITION 綜合財務狀況表 95 CONSOLIDATED STATEMENT OF PROFIT OR LOSS 綜合損益表 97 CONSOLIDATED STATEMENT OF COMPREHENSIVE INCOME 綜合全面收益表 98 CONSOLIDATED STATEMENT OF CHANGES IN EQUITY 綜合權益變動表 99 CONSOLIDATED STATEMENT OF CASH FLOWS 綜",pending
01101.HK,中國華榮能源股份有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,37,"Environmental, Social and Governance","ices in the operations of the Group’s businesses to enhance environmental sustainability. Further details of the Group’s environmental policies and performance are set out in the “Environmental, Social and Governance Report” on pages 63 to 90 of this annual report. REPORT OF THE DIRECTORS 董事會報告 公眾持股量 就本公司所知，於本報告日期，本公司已 維持足夠的公眾持股量，公眾持有本公司 已發行股份的25%以上。 管理合約 截至二零二三年十二月三十一日止年度，本 公司概無就全部或任何部份重大業務的管 理及行政事務訂立或存有任何管理合約。 遵守法律和法規 本集團已制定合規程序，以確保遵守（尤 其是）對其產生重大影響之適用法律、規 則及法規。相關員工會不時獲知悉適用法 律、規則及法規之任何變動。就本公司所 知，其已於各重大方面遵守對本公司業務 及營運有重大影響之相關法律及規例。 環保政策及表現 我們在日常業務營運中不斷推廣環保措施 和意識，以達到其保護環境",pending
01101.HK,中國華榮能源股份有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,38,"Environmental, Social and Governance","ails in relation to the major customers and suppliers identified during the Period are disclosed in the paragraph headed “Major Customers and Suppliers” in this report and in the “Environmental, Social and Governance Report” of this annual report. Tax Relief The Company is not aware of any relief from taxation available to the shareholders of the Company by reason of their holdings in the shares of the Company. Corporate Governance Principal corporate governance practices adopted by the Company are set out in the Corporate Governance Report section on pages 38 to 62 of ",pending
01101.HK,中國華榮能源股份有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,52,"Environmental, Social and Governance","e gender ratio of the Group and initiatives taken to improve gender diversity across the workforce (including senior management), together with relevant data, can be found in the “Environmental, Social and Governance Report”, which sets out on pages 63 to 90. 50 CHINA HUARONG ENERGY COMPANY LIMITED 中國華榮能源股份有限公司 倘股東於寄發股東大會通知起計7日內向 公司秘書提交有關其有意建議人選參選董 事的書面通知且有關候選人已簽署有關書 面通知表示其願意參選，則有關股東（其 有權出席有關股東大會並於會上投票及並 非為候選人）可於有關股東大會上提名候 選人參選。 除由股東提名董事外，現時董事候選人可 由本公司首席執行官提名，本公司首席執 行官於確定候選人後將即時向提名委員會 提供有關提名通知。 提名委員會負責參考董事會於二零一三年 三月二十六日採納的本公司董事會多元化 政策就提名董事候選人向董事會提供建 議，以及多方面考慮候選人，包括（但不限 ",pending
01101.HK,中國華榮能源股份有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0430/2024043001896.pdf,data/raw/01101.HK/2023/annual_report.pdf,65,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Overview China Huarong Energy Company Limited (the “Group” or “we”) is principally engaged in energy exploration and production businesses in the Republic of Kyrgyzstan (the “Kyrgyzstan”), and oil storage business in the People’s Republic of China (the “PRC”). We were granted rights to conduct the energy exploration and production business",pending
01251.HK,華油能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,data/raw/hkex_reports/01251.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance"," Summary 4 Chairman’s Statement 6 Management Discussion and Analysis 15 Directors’ and Senior Management’s Biographies 35 Report of the Directors 40 Corporate Governance Report 60 Environmental, Social and Governance Report 82 Independent Auditor’s Report 120 Consolidated Statement of Financial Position 126 Consolidated Income Statement 128 Consolidated Statement of Comprehensive Income 129 Consolidated Statement of Changes in Equity 130 Consolidated Cash Flow Statement 132 Notes to the Consolidated Financial Statements 133",pending
01251.HK,華油能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,data/raw/hkex_reports/01251.HK/2025/annual_report.pdf,75,"Environmental, Social and Governance","eview the adequacy and effectiveness of the Company’s financial reporting system, internal control system and risk management system and associated procedures; and • To review the Environmental, Social and Governance Report and disclosures therein. During the Reporting Year, three meetings of the Audit Committee were held on 27 June 2025, 26 August 2025 and 10 December 2025 respectively and the attendance record of the Audit Committee members is set out in the table below: Directors Attended/ Eligible to attend Mr. Wu Kwok Keung Andrew 3/3 Ms. Chen Chunhua 3/3 Mr. Ma Xi",pending
01251.HK,華油能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,data/raw/hkex_reports/01251.HK/2025/annual_report.pdf,84,"Environmental, Social and Governance","82 SPT Energy Group Inc. Annual Report 2025 Environmental, Social and Governance Report I. ABOUT THIS REPORT SPT Energy Group Inc. (Stock Code: 01251) hereby presents the Environmental, Social and Governance Report 2025 (the “Report”) of the Company and its subsidiaries (collectively, the “Group” or “SPT Energy” hereafter) to demonstrate the concepts and practices of the Company in environmental, social and governance (“ESG”) areas to a",pending
01251.HK,華油能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,data/raw/hkex_reports/01251.HK/2025/annual_report.pdf,85,"Environmental, Social and Governance","SPT Energy Group Inc. Annual Report 2025 83 Environmental, Social and Governance Report 2.2 Management Structure The Group has proactively improved the ESG management system, and continuously implemented ESG in an orderly manner. The Group has established a top-down ESG management structure consisting of the Board, the ESG Management Committee, the ESG Management Working Group, and the ESG management personnel from the region, subsidiar",pending
01251.HK,華油能源集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,data/raw/hkex_reports/01251.HK/2025/annual_report.pdf,86,"Environmental, Social and Governance","84 SPT Energy Group Inc. Annual Report 2025 Environmental, Social and Governance Report During the Reporting Year, Enik (Tianjin) Petroleum Engineering Technology Co., Ltd.(艾尼克 (天津)石油技術有限公司) under the Group successfully obtained the Q1 Quality Management System Certification from the American Petroleum Institute (API), and also obtained API monogram licenses for its five major products, including API 14A downhole safety valves, API 11D1",pending
01277.HK,力量發展集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,data/raw/hkex_reports/01277.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","man’s Statement 4 Consolidated Statement of Profit or Loss and Other Comprehensive Income 116 Management Discussion and Analysis 6 Consolidated Statement of Financial Position 118 Environmental, Social and Governance Report 29 Consolidated Statement of Changes in Equity 120 Directors and Senior Management 68 Consolidated Statement of Cash Flows 121 Directors’ Report 72 Notes to the Consolidated Financial Statements 123 Corporate Governance Report 97 Financial Summary 196",pending
01277.HK,力量發展集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,data/raw/hkex_reports/01277.HK/2025/annual_report.pdf,16,"Environmental, Social and Governance"," were no major safety accidents resulting in work-related fatalities among the Group’s employees. Work that minimizes the risks in respect of production safety are detailed in the Environmental, Social and Governance Report set out on pages 29 to 67 of this annual report.",pending
01277.HK,力量發展集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,data/raw/hkex_reports/01277.HK/2025/annual_report.pdf,30,"Environmental, Social and Governance","KINETIC DEVELOPMENT GROUP LIMITED Annual Report 2025 29 Environmental, Social and Governance Report ABOUT THIS REPORT: The Group has been publishing the Environmental, Social and Governance (ESG) report since 2016. This is the tenth ESG report published by us, which was approved by the Board and set out in the Group’s annual report. ESG covers a wide range of areas and poses significant impacts on both the long-term business of a company and the ov",pending
01277.HK,力量發展集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,data/raw/hkex_reports/01277.HK/2025/annual_report.pdf,31,"Environmental, Social and Governance","30 KINETIC DEVELOPMENT GROUP LIMITED Annual Report 2025 Environmental, Social and Governance Report 1. RESPONSIBLE GOVERNANCE 1.1 Board statement The Board of the Group is the highest responsible and decision-making body for ESG matters and assumes full responsibility for the Group’s ESG strategy and reporting. It is responsible for assessing and identifying the Group’s ESG-related risks and ensuring appropriate and effective ESG risk management an",pending
01277.HK,力量發展集團有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,data/raw/hkex_reports/01277.HK/2025/annual_report.pdf,32,"Environmental, Social and Governance","KINETIC DEVELOPMENT GROUP LIMITED Annual Report 2025 31 Environmental, Social and Governance Report 1.3 Communication with stakeholders The Group attaches great importance to the communication with stakeholders. The Group disseminates its ESG concepts and practices through various channels and understands the concerns of stakeholders with responsive measures taken to meet their reasonable expectations and demands. Stakeholders Expectations and conc",pending
01393.HK,恒鼎實業國際發展有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,data/raw/hkex_reports/01393.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","rporate Information 2 Chairman’s Statement 4 Management Discussion and Analysis 9 Profile of Directors and Senior Management 19 Directors’ Report 21 Corporate Governance Report 30 Environmental, Social and Governance Report 38 Independent Auditor’s Report 80 Consolidated Statement of Profit or Loss and Other Comprehensive Income 82 Consolidated Statement of Financial Position 83 Consolidated Statement of Changes in Equity 85 Consolidated Statement of Cash Flows 86 Notes to the Consolidated Financial Statements 88 Financial Summary 152",pending
01393.HK,恒鼎實業國際發展有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,data/raw/hkex_reports/01393.HK/2025/annual_report.pdf,39,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ABOUT THE ESG REPORT Hidili Industry International Development Limited (the “Company”) and its subsidiaries (collectively, the “Group” or “we”) act as an investment holding company, which is principally engaged in coal mining, manufacture and sale of clean coal. Currently, one of the consolidated core mines in Sichuan province has commenced the produ",pending
01393.HK,恒鼎實業國際發展有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,data/raw/hkex_reports/01393.HK/2025/annual_report.pdf,40,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT During the preparation for the ESG Report, the Group has applied the reporting principles in the aforementioned ESG Reporting Code as follow: Materiality: Materiality assessment was conducted by the Group to identify material issues during the Reporting Period, thereby adopting the confirmed material issues as the focus for the preparation of the ESG",pending
01393.HK,恒鼎實業國際發展有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,data/raw/hkex_reports/01393.HK/2025/annual_report.pdf,41,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT COMMUNICATION WITH STAKEHOLDERS The Group has established various communication channels to allow stakeholders to participate in its operations, and to understand and monitor the Group’s operating conditions, so as to promote the formation of a community of harmony and common interest between the Group and stakeholders and realise maximum comprehensi",pending
01393.HK,恒鼎實業國際發展有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,data/raw/hkex_reports/01393.HK/2025/annual_report.pdf,42,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT MATERIALITY ASSESSMENT In hope of understanding the opinions and expectations of stakeholders on the Group’s ESG performances effectively, the Group adopts a systematic approach in conducting the annual materiality assessment to identify ESG-related issues that were shared by the Group and its stakeholders and assess the priorities of their importanc",pending
