company_code,company_name,report_year,document_type,source_url,published_date,title,headline,stock_id
02688.HK,ENN ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802499.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],4648
02688.HK,ENN ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802639.pdf,2026-04-28,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",4648
02798.HK,PER ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0423/2025042301985.pdf,2025-04-23,Annual Report 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",207597
02798.HK,PER ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,2026-04-23,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",207597
03303.HK,JUTAL OIL SER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043000803.pdf,2025-04-30,2024 Annual Report,Financial Statements/ESG Information - [Annual Report],12135
03303.HK,JUTAL OIL SER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043000811.pdf,2025-04-30,"Environmental, Social and Governance Report 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",12135
03303.HK,JUTAL OIL SER,0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0206/2026020600159.pdf,2026-02-06,RIGHTS ISSUE ON THE BASIS OF ONE (1) RIGHTS SHARE FOR EVERY SIX (6) EXISTING SHARES HELD ON THE RECORD DATE ON A NON-UNDERWRITTEN BASIS,Listing Documents - [Rights Issue],12135
03303.HK,JUTAL OIL SER,0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0206/2026020600171.pdf,2026-02-06,PROVISIONAL ALLOTMENT LETTER,Listing Documents - [Rights Issue],12135
03303.HK,JUTAL OIL SER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900381.pdf,2026-04-29,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],12135
03303.HK,JUTAL OIL SER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900393.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",12135
03337.HK,ANTON OILFIELD,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042501813.pdf,2025-04-25,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],20207
03337.HK,ANTON OILFIELD,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003812.pdf,2025-04-30,2024 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",20207
03337.HK,ANTON OILFIELD,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902044.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],20207
03337.HK,ANTON OILFIELD,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903319.pdf,2026-04-29,2025 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",20207
03668.HK,YANCOAL AUS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400382.pdf,2025-04-24,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],207446
03668.HK,YANCOAL AUS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400398.pdf,2025-04-24,P4 Sustainability Report 2024,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",207446
03668.HK,YANCOAL AUS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301062.pdf,2026-04-23,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],207446
03668.HK,YANCOAL AUS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301072.pdf,2026-04-23,P4 Sustainability Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",207446
03800.HK,GCL TECH,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042900997.pdf,2025-04-29,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],19503
03800.HK,GCL TECH,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042901089.pdf,2025-04-29,"2024 Environmental, Social, and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",19503
03800.HK,GCL TECH,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903515.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],19503
03800.HK,GCL TECH,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042903531.pdf,2026-04-29,"2025 Environmental, Social, and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",19503
03868.HK,XINYI ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043002959.pdf,2025-04-30,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],209025
03868.HK,XINYI ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043002971.pdf,2025-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209025
03868.HK,XINYI ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003035.pdf,2025-04-30,"NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS AND CHANGE REPLY FORM - PUBLICATION OF ANNUAL REPORT, CIRCULAR, NOTICE AND PROXY FORM OF ANNUAL GENERAL MEETING, ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024",Circulars - [Other],209025
03868.HK,XINYI ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003043.pdf,2025-04-30,"NOTIFICATION LETTER TO NON-REGISTERED HOLDERS OF SECURITIES AND REPLY FORM - PUBLICATION OF ANNUAL REPORT, CIRCULAR AND NOTICE OF ANNUAL GENERAL MEETING, ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024",Circulars - [Other],209025
03868.HK,XINYI ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001970.pdf,2026-04-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],209025
03868.HK,XINYI ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043002002.pdf,2026-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209025
06828.HK,BG BLUE SKY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042801649.pdf,2025-04-28,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],63942
06828.HK,BG BLUE SKY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042801729.pdf,2025-04-28,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",63942
06828.HK,BG BLUE SKY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042702216.pdf,2026-04-27,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],63942
06828.HK,BG BLUE SKY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042702274.pdf,2026-04-27,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",63942
06885.HK,JINMA ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042801912.pdf,2025-04-28,2024 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",164268
06885.HK,JINMA ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,2026-04-29,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",164268
08132.HK,CENTURY EN INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,2025-08-29,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",62402
08270.HK,CHINA CBM,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0430/2025043002502.pdf,2025-04-30,Annual Report 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",6423
08270.HK,CHINA CBM,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0429/2026042905326.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],6423
08270.HK,CHINA CBM,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0429/2026042905354.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",6423
08347.HK,F8 ENT,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0709/2025070900009.pdf,2025-07-09,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",153967
08347.HK,F8 ENT,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,2026-07-27,Annual Report 2026,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",153967
09689.HK,JTF INTL,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042402944.pdf,2025-04-24,ANNUAL REPORT 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000192967
09689.HK,JTF INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,2026-04-22,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000192967
